objetID,route,longueur,depPrD,xD,yD,zD,depPrF,xF,yF,zF,anneeMesureTrafic,TMJA,geopoint_depart,geopoint_fin,TMJA_avg,TMJA_actualise,count
TMJ19_1,A0001,2440,93,653006.6,6867037.55,0,93,652895.68,6869486.5,0,2019,132186.0,POINT(2.358973 48.901624),POINT(2.357188 48.923638),94409.74285714286,132186.0,47
TMJ19_2,A0001,785.2,93,652895.68,6869486.5,0,93,653192.95,6870100.7,0,2019,132186.0,POINT(2.357188 48.923638),POINT(2.361177 48.929182),94409.74285714286,132186.0,47
TMJ19_3,A0001,401.8,93,653192.95,6870100.7,0,93,653570.77,6870241.67,0,2019,132186.0,POINT(2.361177 48.929182),POINT(2.366318 48.930477),94409.74285714286,132186.0,47
TMJ19_4,A0001,820.5,93,653570.77,6870241.67,0,93,654333.83,6870523.68,0,2019,132186.0,POINT(2.366318 48.930477),POINT(2.376701 48.933068),94409.74285714286,132186.0,47
TMJ19_5,A0001,229.5,93,654333.83,6870523.68,0,93,654554.12,6870572,0,2019,132186.0,POINT(2.376701 48.933068),POINT(2.379703 48.933518),94409.74285714286,132186.0,47
TMJ19_6,A0001,210,93,654554.12,6870572,0,93,654759.06,6870596.05,0,2019,132186.0,POINT(2.379703 48.933518),POINT(2.382497 48.933749),94409.74285714286,132186.0,47
TMJ19_7,A0001,2018,93,654759.06,6870596.05,0,93,656725.22,6870934.53,0,2019,132757.0,POINT(2.382497 48.933749),POINT(2.409298 48.936928),94409.74285714286,132757.0,47
TMJ19_8,A0001,102,93,656725.22,6870934.53,0,93,656820.85,6870967.75,0,2019,179900.0,POINT(2.409298 48.936928),POINT(2.410600 48.937233),94409.74285714286,179900.0,47
TMJ19_9,A0001,1700,93,656820.85,6870967.75,0,93,658432.54,6871533.44,0,2019,179900.0,POINT(2.410600 48.937233),POINT(2.432544 48.942426),94409.74285714286,179900.0,47
TMJ19_10,A0001,2818,93,658432.54,6871533.44,0,93,660673.01,6873226.12,0,2019,196501.0,POINT(2.432544 48.942426),POINT(2.462971 48.957788),94409.74285714286,196501.0,47
TMJ19_11,A0001,678,93,660673.01,6873226.12,0,93,661190.21,6873674.3,0,2019,122500.0,POINT(2.462971 48.957788),POINT(2.469992 48.961849),94409.74285714286,122500.0,47
TMJ19_12,A0001,1202,93,661190.21,6873674.3,0,95,662045.66,6874523.29,0,2019,122500.0,POINT(2.469992 48.961849),POINT(2.481598 48.969535),94409.74285714286,122500.0,47
TMJ19_13,A0001,580,95,662045.66,6874523.29,0,95,662458.53,6874933.32,0,2019,,POINT(2.481598 48.969535),POINT(2.487201 48.973246),94409.74285714286,94409.74285714286,47
TMJ19_14,A0001,4820,95,662458.53,6874933.32,0,95,665417.28,6878704.65,0,2019,98800.0,POINT(2.487201 48.973246),POINT(2.527307 49.007323),94409.74285714286,98800.0,47
TMJ19_15,A0001,70,95,665417.28,6878704.65,0,95,665481.08,6878892.47,0,2019,,POINT(2.527307 49.007323),POINT(2.528164 49.009016),94409.74285714286,94409.74285714286,47
Sanef_1,A0001,1499,95,665481.08,6878892.47,0,95,665966.61,6880317.6,0,2019,100582.0,POINT(2.528164 49.009016),POINT(2.534685 49.021856),94409.74285714286,100582.0,47
NbILnCD_section1_Sanef_1,A0001,242,95,665966.61,6880317.6,0,95,666035.68,6880520.91,0,2019,100582.0,POINT(2.534685 49.021856),POINT(2.535613 49.023688),94409.74285714286,100582.0,47
NbILnCD_section2_Sanef_1,A0001,7132,95,666035.68,6880520.91,0,95,667208.81,6887489.88,0,2019,100582.0,POINT(2.535613 49.023688),POINT(2.551111 49.086409),94409.74285714286,100582.0,47
Sanef_2,A0001,2777,95,667208.81,6887489.88,0,95,667345.96,6890249.01,0,2019,88718.0,POINT(2.551111 49.086409),POINT(2.552775 49.111224),94409.74285714286,88718.0,47
NbILnCD_section1_Sanef_2,A0001,1610,95,667345.96,6890249.01,0,60,667686.69,6891809.56,0,2019,88718.0,POINT(2.552775 49.111224),POINT(2.557321 49.125272),94409.74285714286,88718.0,47
Sanef_3,A0001,10166,60,667686.69,6891809.56,0,60,671659.72,6900724.84,0,2019,85306.0,POINT(2.557321 49.125272),POINT(2.611148 49.205612),94409.74285714286,85306.0,47
Sanef_4,A0001,1694,60,671659.72,6900724.84,0,60,672895.5,6901827.49,0,2019,60705.0,POINT(2.611148 49.205612),POINT(2.628032 49.215579),94409.74285714286,60705.0,47
Sanef_5,A0001,13620,60,672895.5,6901827.49,0,60,677269.45,6913464.74,0,2019,66830.0,POINT(2.628032 49.215579),POINT(2.687425 49.320363),94409.74285714286,66830.0,47
Sanef_6,A0001,8733,60,677269.45,6913464.74,0,60,678030.74,6921986.21,0,2019,59640.0,POINT(2.687425 49.320363),POINT(2.697445 49.396986),94409.74285714286,59640.0,47
Sanef_7,A0001,14075,60,678030.74,6921986.21,0,60,679799.4,6935810.25,0,2019,55654.0,POINT(2.697445 49.396986),POINT(2.721130 49.521292),94409.74285714286,55654.0,47
Sanef_8,A0001,11468,60,679799.4,6935810.25,0,60,682330.82,6946951.22,0,2019,56145.0,POINT(2.721130 49.521292),POINT(2.755600 49.621487),94409.74285714286,56145.0,47
NbILnCD_section1_Sanef_8,A0001,9286,60,682330.82,6946951.22,0,80,683521.06,6956095.56,0,2019,56145.0,POINT(2.755600 49.621487),POINT(2.771697 49.703688),94409.74285714286,56145.0,47
Sanef_9,A0001,17216,80,683521.06,6956095.56,0,80,687952.39,6972647.1,0,2019,53287.0,POINT(2.771697 49.703688),POINT(2.832604 49.852495),94409.74285714286,53287.0,47
Sanef_10,A0001,2964,80,687952.39,6972647.1,0,80,688279.33,6975583.73,0,2019,66471.0,POINT(2.832604 49.852495),POINT(2.837062 49.878882),94409.74285714286,66471.0,47
Sanef_11,A0001,10318,80,688279.33,6975583.73,0,80,690044.79,6985631.47,0,2019,66888.0,POINT(2.837062 49.878882),POINT(2.861360 49.969170),94409.74285714286,66888.0,47
Sanef_12,A0001,4966,80,690044.79,6985631.47,0,80,691298.91,6990414.29,0,2019,67641.0,POINT(2.861360 49.969170),POINT(2.878723 50.012149),94409.74285714286,67641.0,47
Sanef_13,A0001,2220,80,691298.91,6990414.29,0,80,691699.49,6992566.8,0,2019,44371.0,POINT(2.878723 50.012149),POINT(2.884262 50.031488),94409.74285714286,44371.0,47
NbILnCD_section1_Sanef_13,A0001,7891,80,691699.49,6992566.8,0,62,690810.7,7000344.35,0,2019,44371.0,POINT(2.884262 50.031488),POINT(2.871693 50.101328),94409.74285714286,44371.0,47
Sanef_14,A0001,19107,62,690810.7,7000344.35,0,62,690643.39,7019124.53,0,2019,45960.0,POINT(2.871693 50.101328),POINT(2.868922 50.269970),94409.74285714286,45960.0,47
Sanef_15,A0001,4322,62,690643.39,7019124.53,0,62,692272.53,7023133.97,0,2019,47380.0,POINT(2.868922 50.269970),POINT(2.891668 50.305991),94409.74285714286,47380.0,47
Sanef_16,A0001,3760,62,692272.53,7023133.97,0,62,694414.51,7026218.92,0,2019,48851.0,POINT(2.891668 50.305991),POINT(2.921653 50.333711),94409.74285714286,48851.0,47
Sanef_17,A0001,11959,62,694414.51,7026218.92,0,62,698769.14,7036692.02,0,2019,73540.0,POINT(2.921653 50.333711),POINT(2.982703 50.427758),94409.74285714286,73540.0,47
11199,A0001,891,62,698769.14,7036692.02,0,62,698351.8,7037530.5,0,2019,,POINT(2.982703 50.427758),POINT(2.976834 50.435284),94409.74285714286,94409.74285714286,47
NbILnCD_section1_11199,A0001,7439,62,698351.8,7037530.5,0,62,700064.97,7044327.59,0,2019,,POINT(2.976834 50.435284),POINT(3.000914 50.496300),94409.74285714286,94409.74285714286,47
NbILnCD_section2_11199,A0001,6819,62,700064.97,7044327.59,0,59,703969.88,7049721.88,0,2019,,POINT(3.000914 50.496300),POINT(3.055918 50.544705),94409.74285714286,94409.74285714286,47
TMJ19_18,A0001,5183.6,59,703969.88,7049721.88,0,59,706554.89,7054220.35,0,2019,,POINT(3.055918 50.544705),POINT(3.092404 50.585057),94409.74285714286,94409.74285714286,47
TMJ19_19,A0001,926.4,59,706554.89,7054220.35,0,59,707043.38,7055010.6,0,2019,,POINT(3.092404 50.585057),POINT(3.099304 50.592144),94409.74285714286,94409.74285714286,47
TMJ19_20,A0001,946,59,707043.38,7055010.6,0,59,707336.72,7055888.26,0,2019,,POINT(3.099304 50.592144),POINT(3.103456 50.600018),94409.74285714286,94409.74285714286,47
TMJ19_21,A0001,793.4,59,707336.72,7055888.26,0,59,706963.37,7056568.18,0,2019,,POINT(3.103456 50.600018),POINT(3.098203 50.606124),94409.74285714286,94409.74285714286,47
TMJ19_22,A0001,1355.6,59,706963.37,7056568.18,0,59,706031.24,7057548.76,0,2019,,POINT(3.098203 50.606124),POINT(3.085073 50.614934),94409.74285714286,94409.74285714286,47
TMJ19_23,A0001,819,59,706031.24,7057548.76,0,59,705822.95,7058228.67,0,2019,,POINT(3.085073 50.614934),POINT(3.082145 50.621038),94409.74285714286,94409.74285714286,47
TMJ19_24,A0001,50,59,705822.95,7058228.67,0,59,705853.12,7058267.95,0,2019,,POINT(3.082145 50.621038),POINT(3.082571 50.621390),94409.74285714286,94409.74285714286,47
Sanef_38,A0002,3533,80,691468.61,6990871.19,0,80,693370.6,6993152.82,0,2019,23269.0,POINT(2.881079 50.016255),POINT(2.907554 50.036771),26390.285714285714,23269.0,14
0Odmg0O_section1_Sanef_38,A0002,1122,80,693370.6,6993152.82,0,62,694311.12,6993756.09,0,2019,23269.0,POINT(2.907554 50.036771),POINT(2.920661 50.042199),26390.285714285714,23269.0,14
0Odmg0O_section2_Sanef_38,A0002,382,62,694311.12,6993756.09,0,80,694644.11,6993988.07,0,2019,23269.0,POINT(2.920661 50.042199),POINT(2.925302 50.044285),26390.285714285714,23269.0,14
0Odmg0O_section3_Sanef_38,A0002,18563,80,694644.11,6993988.07,0,62,709099.55,7005132.49,0,2019,23269.0,POINT(2.925302 50.044285),POINT(3.127161 50.144330),26390.285714285714,23269.0,14
Sanef_39,A0002,39,62,709099.55,7005132.49,0,62,709125.65,7005156.86,0,2019,30405.0,POINT(3.127161 50.144330),POINT(3.127527 50.144548),26390.285714285714,30405.0,14
0Odmg0O_section1_Sanef_39,A0002,5675,62,709125.65,7005156.86,0,59,713257.98,7008860.47,0,2019,30405.0,POINT(3.127527 50.144548),POINT(3.185395 50.177734),26390.285714285714,30405.0,14
Sanef_40,A0002,13367,59,713257.98,7008860.47,0,59,723006.21,7017397.47,0,2019,30846.0,POINT(3.185395 50.177734),POINT(3.322197 50.254111),26390.285714285714,30846.0,14
TMJ19_27,A0002,4989,59,723006.21,7017397.47,0,59,725627.61,7021472.12,0,2019,,POINT(3.322197 50.254111),POINT(3.359168 50.290594),26390.285714285714,26390.285714285714,14
TMJ19_28,A0002,4768,59,725627.61,7021472.12,0,59,729320.16,7024317.7,0,2019,,POINT(3.359168 50.290594),POINT(3.411126 50.315981),26390.285714285714,26390.285714285714,14
TMJ19_29,A0002,6239,59,729320.16,7024317.7,0,59,734668.99,7027138.4,0,2019,,POINT(3.411126 50.315981),POINT(3.486369 50.341033),26390.285714285714,26390.285714285714,14
TMJ19_30,A0002,1946,59,734668.99,7027138.4,0,59,736575.72,7026722.4,0,2019,,POINT(3.486369 50.341033),POINT(3.513080 50.337190),26390.285714285714,26390.285714285714,14
TMJ19_31,A0002,3050,59,736575.72,7026722.4,0,59,739544.2,7026627.58,0,2019,,POINT(3.513080 50.337190),POINT(3.554710 50.336158),26390.285714285714,26390.285714285714,14
TMJ19_32,A0002,14422,59,739544.2,7026627.58,0,59,747571.15,7038120.55,0,2019,,POINT(3.554710 50.336158),POINT(3.668670 50.438774),26390.285714285714,26390.285714285714,14
TMJ19_33,A0002,10,59,747571.15,7038120.55,0,59,747580.04,7038125.36,0,2019,,POINT(3.668670 50.438774),POINT(3.668795 50.438817),26390.285714285714,26390.285714285714,14
TMJ19_34,A0003,2657,93,656905.33,6862885.42,0,93,659083.07,6864154.78,0,2019,131984.0,POINT(2.412574 48.864557),POINT(2.442136 48.876115),130438.125,131984.0,10
TMJ19_35,A0003,2026,93,659083.07,6864154.78,0,93,660839.58,6865000.1,0,2019,131984.0,POINT(2.442136 48.876115),POINT(2.466005 48.883826),130438.125,131984.0,10
TMJ19_36,A0003,850,93,660839.58,6865000.1,0,93,661438.58,6865461.2,0,2019,131984.0,POINT(2.466005 48.883826),POINT(2.474131 48.888008),130438.125,131984.0,10
TMJ19_37,A0003,570,93,661438.58,6865461.2,0,93,661341.51,6866014.86,0,2019,118500.0,POINT(2.474131 48.888008),POINT(2.472757 48.892981),130438.125,118500.0,10
TMJ19_38,A0003,790,93,661341.51,6866014.86,0,93,661115.54,6866753.89,0,2019,118500.0,POINT(2.472757 48.892981),POINT(2.469608 48.899614),130438.125,118500.0,10
TMJ19_39,A0003,6808,93,661115.54,6866753.89,0,93,661436.37,6873324.45,0,2019,136851.0,POINT(2.469608 48.899614),POINT(2.473386 48.958718),130438.125,136851.0,10
TMJ19_40,A0003,1068,93,661436.37,6873324.45,0,93,661828.24,6874285.56,0,2019,136851.0,POINT(2.473386 48.958718),POINT(2.478650 48.967384),130438.125,136851.0,10
TMJ19_41,A0003,234,93,661828.24,6874285.56,0,93,662054.31,6874505.58,0,2019,136851.0,POINT(2.478650 48.967384),POINT(2.481718 48.969376),130438.125,136851.0,10
TMJ19_42,A0003,6,93,662054.31,6874505.58,0,95,662060.05,6874511.28,0,2019,,POINT(2.481718 48.969376),POINT(2.481796 48.969427),130438.125,130438.125,10
TMJ19_43,A0003,3300,95,662060.05,6874511.28,0,95,664307.23,6876895.05,0,2019,,POINT(2.481796 48.969427),POINT(2.512287 48.990991),130438.125,130438.125,10
TMJ19_44,A0004,730.1,94,655327.41,6858648.39,0,94,655913.12,6858057.42,0,2019,221626.0,POINT(2.391511 48.826346),POINT(2.399550 48.821072),72406.93150684932,221626.0,76
TMJ19_45,A0004,2255.9,94,655913.12,6858057.42,0,94,658101.96,6857611.05,0,2019,221626.0,POINT(2.399550 48.821072),POINT(2.429404 48.817203),72406.93150684932,221626.0,76
TMJ19_46,A0004,744,94,658101.96,6857611.05,0,94,658839.93,6857621.59,0,2019,221626.0,POINT(2.429404 48.817203),POINT(2.439453 48.817346),72406.93150684932,221626.0,76
TMJ19_47,A0004,1114,94,658839.93,6857621.59,0,94,659928.26,6857581.56,0,2019,221626.0,POINT(2.439453 48.817346),POINT(2.454278 48.817054),72406.93150684932,221626.0,76
TMJ19_48,A0004,465,94,659928.26,6857581.56,0,94,660289.91,6857857.29,0,2019,218577.0,POINT(2.454278 48.817054),POINT(2.459177 48.819556),72406.93150684932,218577.0,76
TMJ19_49,A0004,744,94,660289.91,6857857.29,0,94,660644.54,6858469.45,0,2019,218577.0,POINT(2.459177 48.819556),POINT(2.463950 48.825084),72406.93150684932,218577.0,76
TMJ19_50,A0004,591,94,660644.54,6858469.45,0,94,661159.54,6858749.04,0,2019,218577.0,POINT(2.463950 48.825084),POINT(2.470939 48.827629),72406.93150684932,218577.0,76
TMJ19_51,A0004,1123,94,661159.54,6858749.04,0,94,662254.01,6858982.54,0,2019,218577.0,POINT(2.470939 48.827629),POINT(2.485826 48.829794),72406.93150684932,218577.0,76
TMJ19_52,A0004,1441,94,662254.01,6858982.54,0,94,663631.57,6858755.68,0,2019,166109.0,POINT(2.485826 48.829794),POINT(2.504610 48.827833),72406.93150684932,166109.0,76
TMJ19_53,A0004,3337,94,663631.57,6858755.68,0,94,666569.29,6859712.71,0,2019,166109.0,POINT(2.504610 48.827833),POINT(2.544550 48.836599),72406.93150684932,166109.0,76
TMJ19_54,A0004,236,94,666569.29,6859712.71,0,94,666813.7,6859697.02,0,2019,166109.0,POINT(2.544550 48.836599),POINT(2.547881 48.836471),72406.93150684932,166109.0,76
CONTINUITE_19,A0004,300,94,666813.7,6859697.02,0,94,667107.88,6859671.17,0,2019,,POINT(2.547881 48.836471),POINT(2.551891 48.836253),72406.93150684932,72406.93150684932,76
Sanef_80,A0004,858,93,667107.88,6859671.17,0,93,667951.08,6859600.37,0,2019,163077.0,POINT(2.551891 48.836253),POINT(2.563383 48.835659),72406.93150684932,163077.0,76
Sanef_81,A0004,1471,93,667951.08,6859600.37,0,93,669403,6859476.1,0,2019,181137.0,POINT(2.563383 48.835659),POINT(2.583172 48.834612),72406.93150684932,181137.0,76
zo51J2K_section1_11339,A0004,271,93,669403,6859476.1,0,93,669668.52,6859438.86,0,2019,,POINT(2.583172 48.834612),POINT(2.586792 48.834290),72406.93150684932,72406.93150684932,76
CtC3VtJ_section2_11339,A0004,2435,93,669668.52,6859438.86,0,77,672042.48,6858927.22,0,2019,,POINT(2.586792 48.834290),POINT(2.619165 48.829796),72406.93150684932,72406.93150684932,76
Sanef_82,A0004,1965,77,672042.48,6858927.22,0,77,673981.97,6859111.11,0,2019,175703.0,POINT(2.619165 48.829796),POINT(2.645573 48.831531),72406.93150684932,175703.0,76
Sanef_83,A0004,1406,77,673981.97,6859111.11,0,77,675391.58,6859186.65,0,2019,179841.0,POINT(2.645573 48.831531),POINT(2.664771 48.832265),72406.93150684932,179841.0,76
Sanef_84,A0004,3074,77,675391.58,6859186.65,0,77,678452.24,6858902.06,0,2019,126847.0,POINT(2.664771 48.832265),POINT(2.706479 48.829815),72406.93150684932,126847.0,76
Sanef_85,A0004,6582,77,678452.24,6858902.06,0,77,685000.15,6859283.64,0,2019,110475.0,POINT(2.706479 48.829815),POINT(2.795660 48.833433),72406.93150684932,110475.0,76
Sanef_86,A0004,2938,77,685000.15,6859283.64,0,77,687531.86,6860650.79,0,2019,62284.0,POINT(2.795660 48.833433),POINT(2.830109 48.845782),72406.93150684932,62284.0,76
Sanef_87,A0004,1948,77,687531.86,6860650.79,0,77,688592.33,6862280.8,0,2019,38339.0,POINT(2.830109 48.845782),POINT(2.844515 48.860461),72406.93150684932,38339.0,76
Sanef_88,A0004,4802,77,688592.33,6862280.8,0,77,692371.39,6865136.19,0,2019,62264.0,POINT(2.844515 48.860461),POINT(2.895972 48.886195),72406.93150684932,62264.0,76
Sanef_89,A0004,13424,77,692371.39,6865136.19,0,77,703123.88,6872380.35,0,2019,30215.0,POINT(2.895972 48.886195),POINT(3.042652 48.951377),72406.93150684932,30215.0,76
Sanef_90,A0004,10605,77,703123.88,6872380.35,0,77,710998.76,6879163.55,0,2019,23408.0,POINT(3.042652 48.951377),POINT(3.150350 49.012286),72406.93150684932,23408.0,76
Sanef_91,A0004,2996,77,710998.76,6879163.55,0,77,712935.31,6881400.97,0,2019,21623.0,POINT(3.150350 49.012286),POINT(3.176890 49.032369),72406.93150684932,21623.0,76
CtC3VtJ_section1_Sanef_91,A0004,17935,77,712935.31,6881400.97,0,2,729306.72,6886795.58,0,2019,21623.0,POINT(3.176890 49.032369),POINT(3.401141 49.080336),72406.93150684932,21623.0,76
Sanef_92,A0004,16730,2,729306.72,6886795.58,0,2,744513.26,6892913.47,0,2019,21639.0,POINT(3.401141 49.080336),POINT(3.609924 49.134466),72406.93150684932,21639.0,76
CtC3VtJ_section1_Sanef_92,A0004,6660,2,744513.26,6892913.47,0,51,750798.74,6894780.16,0,2019,21639.0,POINT(3.609924 49.134466),POINT(3.696269 49.150781),72406.93150684932,21639.0,76
CtC3VtJ_section2_Sanef_92,A0004,1805,51,750798.74,6894780.16,0,2,752403.92,6895434.02,0,2019,21639.0,POINT(3.696269 49.150781),POINT(3.718351 49.156530),72406.93150684932,21639.0,76
Sanef_93,A0004,3210,2,752403.92,6895434.02,0,2,754533.15,6897821.37,0,2019,22789.0,POINT(3.718351 49.156530),POINT(3.747846 49.177815),72406.93150684932,22789.0,76
CtC3VtJ_section1_Sanef_93,A0004,17935,2,754533.15,6897821.37,0,51,769236.05,6905742.86,0,2019,22789.0,POINT(3.747846 49.177815),POINT(3.950767 49.247604),72406.93150684932,22789.0,76
Sanef_94,A0004,1080,51,769236.05,6905742.86,0,51,770220.85,6905303.48,0,2019,11749.0,POINT(3.950767 49.247604),POINT(3.964215 49.243547),72406.93150684932,11749.0,76
Sanef_95,A0004,5600,51,770220.85,6905303.48,0,51,773548.81,6901331.29,0,2019,27289.0,POINT(3.964215 49.243547),POINT(4.009210 49.207466),72406.93150684932,27289.0,76
Sanef_96,A0004,6214,51,773548.81,6901331.29,0,51,779566.74,6901041.73,0,2019,25477.0,POINT(4.009210 49.207466),POINT(4.091721 49.204143),72406.93150684932,25477.0,76
Sanef_97,A0004,22846,51,779566.74,6901041.73,0,51,794045.61,6884731.3,0,2019,37347.0,POINT(4.091721 49.204143),POINT(4.286704 49.055554),72406.93150684932,37347.0,76
Sanef_98,A0004,3010,51,794045.61,6884731.3,0,51,796688.91,6883353.48,0,2019,25694.0,POINT(4.286704 49.055554),POINT(4.322547 49.042774),72406.93150684932,25694.0,76
Sanef_99,A0004,8812,51,796688.91,6883353.48,0,51,805303.52,6882591.5,0,2019,16893.0,POINT(4.322547 49.042774),POINT(4.440165 49.034569),72406.93150684932,16893.0,76
Sanef_100,A0004,32586,51,805303.52,6882591.5,0,51,836596.57,6887533.58,0,2019,16521.0,POINT(4.440165 49.034569),POINT(4.869598 49.073100),72406.93150684932,16521.0,76
Sanef_101,A0004,9698,51,836596.57,6887533.58,0,51,845737.63,6889853.82,0,2019,16713.0,POINT(4.869598 49.073100),POINT(4.995462 49.091944),72406.93150684932,16713.0,76
CtC3VtJ_section1_Sanef_101,A0004,8354,51,845737.63,6889853.82,0,55,853526.24,6890009.81,0,2019,16713.0,POINT(4.995462 49.091944),POINT(5.102113 49.091530),72406.93150684932,16713.0,76
Sanef_102,A0004,12985,55,853526.24,6890009.81,0,55,866183.97,6890869.49,0,2019,16720.0,POINT(5.102113 49.091530),POINT(5.275672 49.096102),72406.93150684932,16720.0,76
Sanef_103,A0004,10800,55,866183.97,6890869.49,0,55,876065.92,6892739.02,0,2019,15930.0,POINT(5.275672 49.096102),POINT(5.411692 49.110267),72406.93150684932,15930.0,76
Sanef_104,A0004,16303,55,876065.92,6892739.02,0,55,890950.21,6895025.63,0,2019,17570.0,POINT(5.411692 49.110267),POINT(5.616466 49.126555),72406.93150684932,17570.0,76
Sanef_105,A0004,10500,55,890950.21,6895025.63,0,55,900184.71,6899352.83,0,2019,16975.0,POINT(5.616466 49.126555),POINT(5.744962 49.162619),72406.93150684932,16975.0,76
CtC3VtJ_section1_Sanef_105,A0004,11973,55,900184.71,6899352.83,0,54,911048.86,6903691.66,0,2019,16975.0,POINT(5.744962 49.162619),POINT(5.895983 49.198114),72406.93150684932,16975.0,76
Sanef_106,A0004,6363,54,911048.86,6903691.66,0,54,917316.77,6903909.26,0,2019,17874.0,POINT(5.895983 49.198114),POINT(5.982023 49.197973),72406.93150684932,17874.0,76
CtC3VtJ_section1_Sanef_106,A0004,552,54,917316.77,6903909.26,0,54,917682.12,6903726.32,0,2019,17874.0,POINT(5.982023 49.197973),POINT(5.986937 49.196205),72406.93150684932,17874.0,76
Sanef_107,A0004,12160,54,917682.12,6903726.32,0,57,928029.34,6905343.85,0,2019,24491.0,POINT(5.986937 49.196205),POINT(6.129651 49.207134),72406.93150684932,24491.0,76
Sanef_108,A0004,1164,57,928029.34,6905343.85,0,57,928920.43,6904680.3,0,2019,33587.0,POINT(6.129651 49.207134),POINT(6.141506 49.200855),72406.93150684932,33587.0,76
Sanef_109,A0004,2779,57,928920.43,6904680.3,0,57,931369.53,6904793.41,0,2019,57785.0,POINT(6.141506 49.200855),POINT(6.175141 49.200991),72406.93150684932,57785.0,76
Sanef_110,A0004,2483,57,931369.53,6904793.41,0,57,933808.09,6904492.99,0,2019,59004.0,POINT(6.175141 49.200991),POINT(6.208402 49.197406),72406.93150684932,59004.0,76
Sanef_111,A0004,7888,57,933808.09,6904492.99,0,57,936825.87,6898375.98,0,2019,52150.0,POINT(6.208402 49.197406),POINT(6.246318 49.141348),72406.93150684932,52150.0,76
Sanef_112,A0004,2659,57,936825.87,6898375.98,0,57,938588.09,6896894.76,0,2019,21308.0,POINT(6.246318 49.141348),POINT(6.269606 49.127389),72406.93150684932,21308.0,76
Sanef_113,A0004,14641,57,938588.09,6896894.76,0,57,952702.85,6898965.3,0,2019,36913.0,POINT(6.269606 49.127389),POINT(6.464037 49.140578),72406.93150684932,36913.0,76
Sanef_114,A0004,18800,57,952702.85,6898965.3,0,57,970909.54,6899281.92,0,2019,31229.0,POINT(6.464037 49.140578),POINT(6.713462 49.135985),72406.93150684932,31229.0,76
Sanef_115,A0004,7200,57,970909.54,6899281.92,0,57,977743.07,6899971.66,0,2019,40025.0,POINT(6.713462 49.135985),POINT(6.807444 49.139255),72406.93150684932,40025.0,76
Sanef_116,A0004,5300,57,977743.07,6899971.66,0,57,981432.35,6896692.34,0,2019,22814.0,POINT(6.807444 49.139255),POINT(6.855745 49.108196),72406.93150684932,22814.0,76
Sanef_117,A0004,6800,57,981432.35,6896692.34,0,57,986330.85,6892585.29,0,2019,19349.0,POINT(6.855745 49.108196),POINT(6.919956 49.069146),72406.93150684932,19349.0,76
Sanef_118,A0004,8600,57,986330.85,6892585.29,0,57,994165.89,6889980.17,0,2019,17690.0,POINT(6.919956 49.069146),POINT(7.025221 49.042208),72406.93150684932,17690.0,76
Sanef_119,A0004,2896,57,994165.89,6889980.17,0,57,996842.41,6889455.24,0,2019,20621.0,POINT(7.025221 49.042208),POINT(7.061412 49.036263),72406.93150684932,20621.0,76
CtC3VtJ_section1_Sanef_119,A0004,15104,57,996842.41,6889455.24,0,67,1001897.95,6876301.66,0,2019,20621.0,POINT(7.061412 49.036263),POINT(7.121073 48.915787),72406.93150684932,20621.0,76
Sanef_120,A0004,9606,67,1001897.95,6876301.66,0,67,1003853,6867371.39,0,2019,21754.0,POINT(7.121073 48.915787),POINT(7.141324 48.834667),72406.93150684932,21754.0,76
CtC3VtJ_section1_Sanef_120,A0004,10394,67,1003853,6867371.39,0,57,1011642.36,6861189.19,0,2019,21754.0,POINT(7.141324 48.834667),POINT(7.242763 48.775428),72406.93150684932,21754.0,76
Sanef_121,A0004,4728,57,1011642.36,6861189.19,0,57,1016315.46,6860892.35,0,2019,31511.0,POINT(7.242763 48.775428),POINT(7.306038 48.770488),72406.93150684932,31511.0,76
CtC3VtJ_section1_Sanef_121,A0004,6472,57,1016315.46,6860892.35,0,67,1021859.53,6861045.55,0,2019,31511.0,POINT(7.306038 48.770488),POINT(7.381473 48.769122),72406.93150684932,31511.0,76
Sanef_122,A0004,16600,67,1021859.53,6861045.55,0,67,1037986.73,6862000.87,0,2019,27287.0,POINT(7.381473 48.769122),POINT(7.601284 48.769455),72406.93150684932,27287.0,76
Sanef_123,A0004,6950,67,1037986.73,6862000.87,0,67,1044185.61,6860033.67,0,2019,30798.0,POINT(7.601284 48.769455),POINT(7.683892 48.748516),72406.93150684932,30798.0,76
Sanef_124,A0004,9450,67,1044185.61,6860033.67,0,67,1048515,6851879.81,0,2019,63676.0,POINT(7.683892 48.748516),POINT(7.736021 48.672987),72406.93150684932,63676.0,76
Sanef_125,A0004,2300,67,1048515,6851879.81,0,67,1048610.95,6849594.05,0,2019,86446.0,POINT(7.736021 48.672987),POINT(7.735461 48.652412),72406.93150684932,86446.0,76
TMJ19_59,A0004,1207,67,1047895.29,6847389.87,0,67,1048123.31,6846216.35,0,2019,100307.0,POINT(7.723974 48.633007),POINT(7.726110 48.622347),72406.93150684932,100307.0,76
TMJ19_60,A0004,321.3,67,1048123.31,6846216.35,0,67,1048155.05,6845895.82,0,2019,95763.0,POINT(7.726110 48.622347),POINT(7.726280 48.619452),72406.93150684932,95763.0,76
TMJ19_61,A0004,241.7,67,1048155.05,6845895.82,0,67,1048174.06,6845654.17,0,2019,95763.0,POINT(7.726280 48.619452),POINT(7.726341 48.617272),72406.93150684932,95763.0,76
