objetID,route,longueur,depPrD,xD,yD,zD,depPrF,xF,yF,zF,anneeMesureTrafic,TMJA,geopoint_depart,geopoint_fin,TMJA_avg,TMJA_actualise,count
Asf_9,A0010,23359,17,419343.9,6503817.43,0,17,418820.23,6481071.09,0,2019,31687.0,POINT(-0.599916 45.576274),POINT(-0.593355 45.371450),46983.30909090909,31687.0,59
Asf_10,A0010,4812,17,418820.23,6481071.09,0,17,420545.18,6476593.46,0,2019,34267.0,POINT(-0.593355 45.371450),POINT(-0.568757 45.331877),46983.30909090909,34267.0,59
JioM5yi_section1_Asf_10,A0010,29,17,420545.18,6476593.46,0,17,420554.47,6476563.78,0,2019,34267.0,POINT(-0.568757 45.331877),POINT(-0.568621 45.331613),46983.30909090909,34267.0,59
JioM5yi_section2_Asf_10,A0010,4091,17,420554.47,6476563.78,0,17,421462.64,6472636.99,0,2019,34267.0,POINT(-0.568621 45.331613),POINT(-0.554783 45.296660),46983.30909090909,34267.0,59
JioM5yi_section3_Asf_10,A0010,4748,17,421462.64,6472636.99,0,33,422190.59,6467993.49,0,2019,34267.0,POINT(-0.554783 45.296660),POINT(-0.542848 45.255185),46983.30909090909,34267.0,59
Asf_11,A0010,31623,33,422190.59,6467993.49,0,33,429979.78,6438267.27,0,2019,34908.0,POINT(-0.542848 45.255185),POINT(-0.427198 44.990884),46983.30909090909,34908.0,59
Asf_12,A0010,5238,33,429979.78,6438267.27,0,33,427199.45,6434090.12,0,2019,97255.0,POINT(-0.427198 44.990884),POINT(-0.460120 44.952219),46983.30909090909,97255.0,59
CONTINUITE_53,A0010,2650,33,427199.45,6434090.12,0,33,426340.88,6431658.28,0,2019,,POINT(-0.460120 44.952219),POINT(-0.469642 44.930005),46983.30909090909,46983.30909090909,59
Asf_13,A0010,2340,33,426340.88,6431658.28,0,33,425094.85,6429733.08,0,2019,112489.0,POINT(-0.469642 44.930005),POINT(-0.484343 44.912195),46983.30909090909,112489.0,59
CONTINUITE_54,A0010,3615,33,425094.85,6429733.08,0,33,423042.28,6426856.24,0,2019,,POINT(-0.484343 44.912195),POINT(-0.508705 44.885501),46983.30909090909,46983.30909090909,59
9762,A0011,936,78,619430.96,6827708.93,0,78,618617.4,6827315.01,0,2019,,POINT(1.908437 48.544599),POINT(1.897490 48.540954),33645.5,33645.5,34
Cofi_27,A0011,4968,78,618617.4,6827315.01,0,78,613895.45,6825752.73,0,2019,31631.0,POINT(1.897490 48.540954),POINT(1.833843 48.526292),33645.5,31631.0,34
Cofi_28,A0011,4499,78,613895.45,6825752.73,0,78,609575.37,6824447.73,0,2019,35515.0,POINT(1.833843 48.526292),POINT(1.775617 48.513965),33645.5,35515.0,34
snzUqrM_section1_Cofi_28,A0011,18928,78,609575.37,6824447.73,0,28,591974.51,6818201.66,0,2019,35515.0,POINT(1.775617 48.513965),POINT(1.538909 48.455091),33645.5,35515.0,34
Cofi_29,A0011,12862,28,591974.51,6818201.66,0,28,584767.74,6808149.13,0,2019,31792.0,POINT(1.538909 48.455091),POINT(1.444138 48.363431),33645.5,31792.0,34
Cofi_30,A0011,15221,28,584767.74,6808149.13,0,28,571867.8,6800464.41,0,2019,31386.0,POINT(1.444138 48.363431),POINT(1.272286 48.291893),33645.5,31386.0,34
Cofi_31,A0011,19230,28,571867.8,6800464.41,0,28,554039.03,6794268.08,0,2019,30964.0,POINT(1.272286 48.291893),POINT(1.034059 48.232405),33645.5,30964.0,34
Cofi_32,A0011,18244,28,554039.03,6794268.08,0,28,536837.59,6789604.2,0,2019,30948.0,POINT(1.034059 48.232405),POINT(0.804233 48.186376),33645.5,30948.0,34
snzUqrM_section1_Cofi_32,A0011,9410,28,536837.59,6789604.2,0,72,528367.68,6785765.71,0,2019,30948.0,POINT(0.804233 48.186376),POINT(0.691822 48.149678),33645.5,30948.0,34
Cofi_33,A0011,31979,72,528367.68,6785765.71,0,72,498596.38,6775678.87,0,2019,31730.0,POINT(0.691822 48.149678),POINT(0.296379 48.050456),33645.5,31730.0,34
Cofi_34,A0011,8539,72,498596.38,6775678.87,0,72,490313.21,6776454.09,0,2019,39444.0,POINT(0.296379 48.050456),POINT(0.184908 48.054824),33645.5,39444.0,34
Cofi_35,A0011,3311,72,490313.21,6776454.09,0,72,487447.49,6774950.32,0,2019,39440.0,POINT(0.184908 48.054824),POINT(0.147197 48.040375),33645.5,39440.0,34
Cofi_36,A0011,2264,72,487447.49,6774950.32,0,72,486200.56,6773027.49,0,2019,22064.0,POINT(0.147197 48.040375),POINT(0.131413 48.022676),33645.5,22064.0,34
Asf_14,A0011,7771,72,486200.56,6773027.49,0,72,480036.06,6768466.33,0,2019,24902.0,POINT(0.131413 48.022676),POINT(0.051063 47.979615),33645.5,24902.0,34
Asf_15,A0011,30879,72,480036.06,6768466.33,0,72,459935.28,6746922.99,0,2019,25670.0,POINT(0.051063 47.979615),POINT(-0.206410 47.778828),33645.5,25670.0,34
Asf_16,A0011,8950,72,459935.28,6746922.99,0,72,456370.5,6739160.4,0,2019,25507.0,POINT(-0.206410 47.778828),POINT(-0.249705 47.707708),33645.5,25507.0,34
snzUqrM_section1_Asf_16,A0011,4836,72,456370.5,6739160.4,0,49,455019.92,6734659.89,0,2019,25507.0,POINT(-0.249705 47.707708),POINT(-0.265219 47.666733),33645.5,25507.0,34
Asf_17,A0011,13096,49,455019.92,6734659.89,0,49,449614.38,6723528,0,2019,26403.0,POINT(-0.265219 47.666733),POINT(-0.330927 47.564590),33645.5,26403.0,34
Asf_18,A0011,2689,49,449614.38,6723528,0,49,448764.32,6721034.67,0,2019,27791.0,POINT(-0.330927 47.564590),POINT(-0.340819 47.541843),33645.5,27791.0,34
Asf_19,A0011,8018,49,448764.32,6721034.67,0,49,442133.63,6718796.36,0,2019,36966.0,POINT(-0.340819 47.541843),POINT(-0.427591 47.519156),33645.5,36966.0,34
Asf_20,A0011,5110,49,442133.63,6718796.36,0,49,437571.75,6716920.96,0,2019,50997.0,POINT(-0.427591 47.519156),POINT(-0.487050 47.500494),33645.5,50997.0,34
CONTINUITE_61,A0011,1203,49,437571.75,6716920.96,0,49,436409.29,6717175.11,0,2019,,POINT(-0.487050 47.500494),POINT(-0.502625 47.502316),33645.5,33645.5,34
Cofi_37,A0011,3521,49,436409.29,6717175.11,0,49,433199.49,6716153.2,0,2019,77041.0,POINT(-0.502625 47.502316),POINT(-0.544611 47.491837),33645.5,77041.0,34
Cofi_38,A0011,1788,49,433199.49,6716153.2,0,49,431721.67,6716663.75,0,2019,44243.0,POINT(-0.544611 47.491837),POINT(-0.564525 47.495830),33645.5,44243.0,34
Cofi_39,A0011,4662,49,431721.67,6716663.75,0,49,427321.66,6716682.34,0,2019,38810.0,POINT(-0.564525 47.495830),POINT(-0.622916 47.494195),33645.5,38810.0,34
Cofi_40,A0011,6223,49,427321.66,6716682.34,0,49,422090.99,6713747.87,0,2019,20563.0,POINT(-0.622916 47.494195),POINT(-0.690492 47.465629),33645.5,20563.0,34
Cofi_41,A0011,10219,49,422090.99,6713747.87,0,49,412689.07,6710704.16,0,2019,26699.0,POINT(-0.690492 47.465629),POINT(-0.813203 47.434241),33645.5,26699.0,34
Cofi_42,A0011,10603,49,412689.07,6710704.16,0,49,402456.78,6709805.02,0,2019,25323.0,POINT(-0.813203 47.434241),POINT(-0.948188 47.421632),33645.5,25323.0,34
snzUqrM_section1_Cofi_42,A0011,19737,49,402456.78,6709805.02,0,44,383154.98,6708270.74,0,2019,25323.0,POINT(-0.948188 47.421632),POINT(-1.202758 47.398874),33645.5,25323.0,34
Cofi_43,A0011,24788,44,383154.98,6708270.74,0,44,361851.6,6697474.1,0,2019,28592.0,POINT(-1.202758 47.398874),POINT(-1.476637 47.291293),33645.5,28592.0,34
Cofi_44,A0011,2587,44,361851.6,6697474.1,0,44,359447.29,6696999.45,0,2019,21324.0,POINT(-1.476637 47.291293),POINT(-1.508039 47.285796),33645.5,21324.0,34
Cofi_45,A0011,813,44,359447.29,6696999.45,0,44,358947.57,6696362.01,0,2019,35855.0,POINT(-1.508039 47.285796),POINT(-1.514158 47.279810),33645.5,35855.0,34
Cofi_46,A0011,2626,44,358947.57,6696362.01,0,44,356443.98,6696026.38,0,2019,44889.0,POINT(-1.514158 47.279810),POINT(-1.546967 47.275501),33645.5,44889.0,34
Cofi_47,A0011,3303,44,356443.98,6696026.38,0,44,353310.21,6695120.39,0,2019,52874.0,POINT(-1.546967 47.275501),POINT(-1.587654 47.265727),33645.5,52874.0,34
TMJ19_111,A0012,573,78,634267.54,6860532.87,0,78,633704.85,6860622.14,0,2019,129122.0,POINT(2.104382 48.841489),POINT(2.096702 48.842235),129122.0,129122.0,6
TMJ19_112,A0012,400,78,633704.85,6860622.14,0,78,633409.66,6860375.92,0,2019,129122.0,POINT(2.096702 48.842235),POINT(2.092719 48.839990),129122.0,129122.0,6
TMJ19_113,A0012,3696.4,78,633409.66,6860375.92,0,78,631006.81,6857569.36,0,2019,129122.0,POINT(2.092719 48.839990),POINT(2.060439 48.814498),129122.0,129122.0,6
TMJ19_114,A0012,833.6,78,631006.81,6857569.36,0,78,630503.12,6856899.77,0,2019,129122.0,POINT(2.060439 48.814498),POINT(2.053689 48.808423),129122.0,129122.0,6
TMJ19_115,A0012,1609,78,630503.12,6856899.77,0,78,629653.05,6855540.14,0,2019,129122.0,POINT(2.053689 48.808423),POINT(2.042340 48.796103),129122.0,129122.0,6
TMJ19_116,A0012,1615,78,629653.05,6855540.14,0,78,628901.11,6854112.87,0,2019,,POINT(2.042340 48.796103),POINT(2.032343 48.783185),129122.0,129122.0,6
TMJ19_117,A0013,518.3,75,645319.61,6860972.73,0,75,645009.37,6861229.06,0,2019,41672.0,POINT(2.254903 48.846478),POINT(2.250642 48.848756),61414.175,41672.0,42
TMJ19_118,A0013,101.7,75,645009.37,6861229.06,0,75,644917.03,6861187.76,0,2019,41672.0,POINT(2.250642 48.848756),POINT(2.249389 48.848377),61414.175,41672.0,42
TMJ19_119,A0013,123.4,75,644917.03,6861187.76,0,75,644792.62,6861187.28,0,2019,41672.0,POINT(2.249389 48.848377),POINT(2.247694 48.848362),61414.175,41672.0,42
TMJ19_120,A0013,441.6,75,644792.62,6861187.28,0,92,644347.86,6861200.57,0,2019,41672.0,POINT(2.247694 48.848362),POINT(2.241632 48.848443),61414.175,41672.0,42
TMJ19_121,A0013,7697,92,644347.86,6861200.57,0,78,637418.67,6859396.3,0,2019,,POINT(2.241632 48.848443),POINT(2.147481 48.831582),61414.175,61414.175,42
TMJ19_122,A0013,3443,78,637418.67,6859396.3,0,78,634216.68,6860539.25,0,2019,132400.0,POINT(2.147481 48.831582),POINT(2.103689 48.841542),61414.175,132400.0,42
TMJ19_123,A0013,90,78,634216.68,6860539.25,0,78,634128.39,6860548.74,0,2019,132400.0,POINT(2.103689 48.841542),POINT(2.102484 48.841618),61414.175,132400.0,42
TMJ19_124,A0013,661,78,634128.39,6860548.74,0,78,633494.46,6860661.04,0,2019,87211.0,POINT(2.102484 48.841618),POINT(2.093830 48.842563),61414.175,87211.0,42
TMJ19_125,A0013,12541,78,633494.46,6860661.04,0,78,626570.98,6869962.8,0,2019,87211.0,POINT(2.093830 48.842563),POINT(1.997895 48.925455),61414.175,87211.0,42
CONTINUITE_64,A0013,485,78,626570.98,6869962.8,0,78,626168.06,6870191.03,0,2019,,POINT(1.997895 48.925455),POINT(1.992358 48.927461),61414.175,61414.175,42
Sapn_1,A0013,6800,78,626168.06,6870191.03,0,78,621152.27,6874562.18,0,2019,103426.0,POINT(1.992358 48.927461),POINT(1.923098 48.966170),61414.175,103426.0,42
Sapn_2,A0013,1200,78,621152.27,6874562.18,0,78,620060.47,6875041.61,0,2019,92184.0,POINT(1.923098 48.966170),POINT(1.908097 48.970346),61414.175,92184.0,42
Sapn_3,A0013,14300,78,620060.47,6875041.61,0,78,606303.31,6875925.46,0,2019,104342.0,POINT(1.908097 48.970346),POINT(1.720022 48.976435),61414.175,104342.0,42
Sapn_4,A0013,4926,78,606303.31,6875925.46,0,78,601610.31,6877374.93,0,2019,104860.0,POINT(1.720022 48.976435),POINT(1.655586 48.988765),61414.175,104860.0,42
Sapn_5,A0013,700,78,601610.31,6877374.93,0,78,600933.36,6877574.42,0,2019,87358.0,POINT(1.655586 48.988765),POINT(1.646291 48.990455),61414.175,87358.0,42
Sapn_6,A0013,4930,78,600933.36,6877574.42,0,78,596939.34,6880178.27,0,2019,59353.0,POINT(1.646291 48.990455),POINT(1.591091 49.013237),61414.175,59353.0,42
Sapn_7,A0013,6789,78,596939.34,6880178.27,0,78,590486.64,6881287.72,0,2019,53425.0,POINT(1.591091 49.013237),POINT(1.502611 49.022144),61414.175,53425.0,42
Sapn_8,A0013,5036,78,590486.64,6881287.72,0,78,586564.84,6884029.97,0,2019,45544.0,POINT(1.502611 49.022144),POINT(1.448265 49.046116),61414.175,45544.0,42
GmaHDHZ_section1_Sapn_8,A0013,2632,78,586564.84,6884029.97,0,27,584745.83,6885977.02,0,2019,45544.0,POINT(1.448265 49.046116),POINT(1.422856 49.063295),61414.175,45544.0,42
Sapn_9,A0013,11387,27,584745.83,6885977.02,0,27,576904.26,6894168.61,0,2019,49641.0,POINT(1.422856 49.063295),POINT(1.313189 49.135474),61414.175,49641.0,42
Sapn_10,A0013,9232,27,576904.26,6894168.61,0,27,570971.53,6900979.17,0,2019,46729.0,POINT(1.313189 49.135474),POINT(1.229826 49.195523),61414.175,46729.0,42
Sapn_11,A0013,6776,27,570971.53,6900979.17,0,27,568043.11,6906496.2,0,2019,44209.0,POINT(1.229826 49.195523),POINT(1.187928 49.244512),61414.175,44209.0,42
Sapn_12,A0013,9085,27,568043.11,6906496.2,0,27,563003.97,6913313.95,0,2019,64482.0,POINT(1.187928 49.244512),POINT(1.116522 49.304724),61414.175,64482.0,42
Sapn_13,A0013,547,27,563003.97,6913313.95,0,27,562763.89,6913843.2,0,2019,82836.0,POINT(1.116522 49.304724),POINT(1.113049 49.309428),61414.175,82836.0,42
GmaHDHZ_section1_Sapn_13,A0013,4597,27,562763.89,6913843.2,0,76,559779.04,6917178.84,0,2019,82836.0,POINT(1.113049 49.309428),POINT(1.070904 49.338756),61414.175,82836.0,42
Sapn_14,A0013,1989,76,559779.04,6917178.84,0,76,557944.42,6917837,0,2019,91170.0,POINT(1.070904 49.338756),POINT(1.045450 49.344265),61414.175,91170.0,42
Sapn_15,A0013,4200,76,557944.42,6917837,0,76,553862.03,6917314.95,0,2019,49711.0,POINT(1.045450 49.344265),POINT(0.989487 49.338652),61414.175,49711.0,42
Sapn_16,A0013,4416,76,553862.03,6917314.95,0,76,549501.32,6917836.17,0,2019,72706.0,POINT(0.989487 49.338652),POINT(0.929333 49.342323),61414.175,72706.0,42
Sapn_17,A0013,47,76,549501.32,6917836.17,0,76,549454.82,6917851.73,0,2019,55868.0,POINT(0.929333 49.342323),POINT(0.928688 49.342452),61414.175,55868.0,42
GmaHDHZ_section1_Sapn_17,A0013,8436,76,549454.82,6917851.73,0,27,541587.97,6920548.54,0,2019,55868.0,POINT(0.928688 49.342452),POINT(0.819479 49.364781),61414.175,55868.0,42
Sapn_18,A0013,14436,27,541587.97,6920548.54,0,27,527336.75,6922431.81,0,2019,45462.0,POINT(0.819479 49.364781),POINT(0.622646 49.378005),61414.175,45462.0,42
Sapn_19,A0013,1225,27,527336.75,6922431.81,0,27,526187.17,6922914.2,0,2019,42183.0,POINT(0.622646 49.378005),POINT(0.606627 49.382027),61414.175,42183.0,42
Sapn_20,A0013,11210,27,526187.17,6922914.2,0,27,516436.23,6921594.2,0,2019,30328.0,POINT(0.606627 49.382027),POINT(0.473028 49.367438),61414.175,30328.0,42
Sapn_21,A0013,9305,27,516436.23,6921594.2,0,27,508840.57,6918584.43,0,2019,30259.0,POINT(0.473028 49.367438),POINT(0.369921 49.338168),61414.175,30259.0,42
Sapn_22,A0013,4745,27,508840.57,6918584.43,0,27,504620.69,6916539.9,0,2019,31333.0,POINT(0.369921 49.338168),POINT(0.312862 49.318523),61414.175,31333.0,42
Sapn_23,A0013,829,27,504620.69,6916539.9,0,27,504041.51,6915981.98,0,2019,42216.0,POINT(0.312862 49.318523),POINT(0.305165 49.313334),61414.175,42216.0,42
GmaHDHZ_section1_Sapn_23,A0013,8261,27,504041.51,6915981.98,0,14,496445.03,6913784.41,0,2019,42216.0,POINT(0.305165 49.313334),POINT(0.201854 49.291216),61414.175,42216.0,42
Sapn_24,A0013,8456,14,496445.03,6913784.41,0,14,489446.19,6910457.45,0,2019,40500.0,POINT(0.201854 49.291216),POINT(0.107404 49.259061),61414.175,40500.0,42
Sapn_25,A0013,14430,14,489446.19,6910457.45,0,14,475651.57,6907598.85,0,2019,36761.0,POINT(0.107404 49.259061),POINT(-0.080389 49.228692),61414.175,36761.0,42
Sapn_26,A0013,10694,14,475651.57,6907598.85,0,14,466636.92,6902453.78,0,2019,37776.0,POINT(-0.080389 49.228692),POINT(-0.201168 49.179250),61414.175,37776.0,42
Sapn_27,A0013,3610,14,466636.92,6902453.78,0,14,463425.38,6901355.09,0,2019,38982.0,POINT(-0.201168 49.179250),POINT(-0.244555 49.168203),61414.175,38982.0,42
Sapn_28,A0013,4165,14,463425.38,6901355.09,0,14,459313.69,6901643.81,0,2019,40549.0,POINT(-0.244555 49.168203),POINT(-0.301046 49.169265),61414.175,40549.0,42
TMJ19_126,A0014,690,92,643905.7,6866154.98,0,92,643298,6866452.4,0,2019,95908.0,POINT(2.234953 48.892958),POINT(2.226626 48.895580),53912.75,95908.0,8
TMJ19_127,A0014,1250,92,643298,6866452.4,0,92,642153.03,6866953.99,0,2019,95908.0,POINT(2.226626 48.895580),POINT(2.210942 48.899988),53912.75,95908.0,8
TMJ19_128,A0014,670,92,642153.03,6866953.99,0,92,641534.21,6867176.54,0,2019,95908.0,POINT(2.210942 48.899988),POINT(2.202471 48.901934),53912.75,95908.0,8
Sapn_33,A0014,128,92,641056.93,6867516.24,0,92,640966.35,6867607.08,0,2019,31024.0,POINT(2.195914 48.904945),POINT(2.194665 48.905754),53912.75,31024.0,8
NcQQH0s_section1_Sapn_33,A0014,11412,92,640966.35,6867607.08,0,78,630308.16,6868172.4,0,2019,31024.0,POINT(2.194665 48.905754),POINT(2.049187 48.909771),53912.75,31024.0,8
Sapn_34,A0014,2040,78,630308.16,6868172.4,0,78,628480.57,6868894.38,0,2019,33539.0,POINT(2.049187 48.909771),POINT(2.024134 48.916063),53912.75,33539.0,8
Sapn_35,A0014,910,78,628480.57,6868894.38,0,78,627623.34,6869178.06,0,2019,26065.0,POINT(2.024134 48.916063),POINT(2.012390 48.918518),53912.75,26065.0,8
Sapn_36,A0014,1509,78,627623.34,6869178.06,0,78,626570.98,6869962.8,0,2019,21926.0,POINT(2.012390 48.918518),POINT(1.997895 48.925455),53912.75,21926.0,8
TMJ19_131,A0015,1950,92,648602.79,6871080.85,0,95,647304.85,6872434.22,0,2019,138900.0,POINT(2.298414 48.937646),POINT(2.280530 48.949711),153116.4705882353,138900.0,20
TMJ19_132,A0015,1270,95,647304.85,6872434.22,0,95,646747.8,6873527.37,0,2019,198400.0,POINT(2.280530 48.949711),POINT(2.272787 48.959494),153116.4705882353,198400.0,20
TMJ19_133,A0015,230,95,646747.8,6873527.37,0,95,646566.53,6873669.3,0,2019,198400.0,POINT(2.272787 48.959494),POINT(2.270294 48.960755),153116.4705882353,198400.0,20
TMJ19_134,A0015,921,95,646566.53,6873669.3,0,95,645811.05,6874195.13,0,2019,198400.0,POINT(2.270294 48.960755),POINT(2.259910 48.965420),153116.4705882353,198400.0,20
TMJ19_135,A0015,199.9,95,645811.05,6874195.13,0,95,645634.14,6874287.96,0,2019,198400.0,POINT(2.259910 48.965420),POINT(2.257482 48.966240),153116.4705882353,198400.0,20
TMJ19_136,A0015,937.3,95,645634.14,6874287.96,0,95,644977.24,6874915.27,0,2019,198400.0,POINT(2.257482 48.966240),POINT(2.248429 48.971825),153116.4705882353,198400.0,20
TMJ19_137,A0015,1279.8,95,644977.24,6874915.27,0,95,643899.39,6875534.29,0,2019,198400.0,POINT(2.248429 48.971825),POINT(2.233626 48.977298),153116.4705882353,198400.0,20
TMJ19_138,A0015,1,95,643899.39,6875534.29,0,95,643898.55,6875534.84,0,2019,,POINT(2.233626 48.977298),POINT(2.233614 48.977303),153116.4705882353,153116.4705882353,20
TMJ19_139,A0015,4286,95,643898.55,6875534.84,0,95,640174.56,6877595.04,0,2019,118900.0,POINT(2.233614 48.977303),POINT(2.182454 48.995492),153116.4705882353,118900.0,20
TMJ19_140,A0015,1,95,640174.56,6877595.04,0,95,640173.82,6877595.72,0,2019,,POINT(2.182454 48.995492),POINT(2.182444 48.995498),153116.4705882353,153116.4705882353,20
TMJ19_141,A0015,2792,95,640173.82,6877595.72,0,95,638033.8,6879375.29,0,2019,114000.0,POINT(2.182444 48.995498),POINT(2.152940 49.011296),153116.4705882353,114000.0,20
TMJ19_142,A0015,40.2,95,638033.8,6879375.29,0,95,638001.1,6879398.61,0,2019,114000.0,POINT(2.152940 49.011296),POINT(2.152490 49.011502),153116.4705882353,114000.0,20
TMJ19_143,A0015,3311.8,95,638001.1,6879398.61,0,95,635624.66,6881633.34,0,2019,114000.0,POINT(2.152490 49.011502),POINT(2.119667 49.031362),153116.4705882353,114000.0,20
TMJ19_144,A0015,430,95,635624.66,6881633.34,0,95,635203.24,6881718.47,0,2019,114000.0,POINT(2.119667 49.031362),POINT(2.113891 49.032085),153116.4705882353,114000.0,20
TMJ19_145,A0015,385,95,635203.24,6881718.47,0,95,634829.77,6881811.47,0,2019,114000.0,POINT(2.113891 49.032085),POINT(2.108770 49.032883),153116.4705882353,114000.0,20
TMJ19_146,A0015,1,95,634829.77,6881811.47,0,95,634828.81,6881811.75,0,2019,,POINT(2.108770 49.032883),POINT(2.108757 49.032886),153116.4705882353,153116.4705882353,20
TMJ19_147,A0015,296,95,634828.81,6881811.75,0,95,634546.9,6881902.49,0,2019,146195.0,POINT(2.108757 49.032886),POINT(2.104888 49.033673),153116.4705882353,146195.0,20
TMJ19_148,A0015,1495,95,634546.9,6881902.49,0,95,633185.34,6882516.46,0,2019,146195.0,POINT(2.104888 49.033673),POINT(2.086172 49.039053),153116.4705882353,146195.0,20
TMJ19_149,A0015,495,95,633185.34,6882516.46,0,95,632782.8,6882801.1,0,2019,146195.0,POINT(2.086172 49.039053),POINT(2.080622 49.041570),153116.4705882353,146195.0,20
TMJ19_150,A0015,765,95,632782.8,6882801.1,0,95,632261.52,6883355.9,0,2019,146195.0,POINT(2.080622 49.041570),POINT(2.073404 49.046503),153116.4705882353,146195.0,20
CONTINUITE_65,A0016,5769,95,646543.29,6889482.13,0,95,645091.49,6894710.19,0,2019,,POINT(2.267975 49.102932),POINT(2.247413 49.149813),17302.041666666668,17302.041666666668,45
Sanef_19,A0016,445,95,645091.49,6894710.19,0,95,644912.59,6895113.44,0,2019,22888.0,POINT(2.247413 49.149813),POINT(2.244908 49.153423),17302.041666666668,22888.0,45
CmT5t20_section1_Sanef_19,A0016,1596,95,644912.59,6895113.44,0,60,643931.98,6896380.04,0,2019,22888.0,POINT(2.244908 49.153423),POINT(2.231299 49.164725),17302.041666666668,22888.0,45
CmT5t20_section2_Sanef_19,A0016,1040,60,643931.98,6896380.04,0,95,643690.68,6897197.39,0,2019,22888.0,POINT(2.231299 49.164725),POINT(2.227881 49.172051),17302.041666666668,22888.0,45
CmT5t20_section3_Sanef_19,A0016,6193,95,643690.68,6897197.39,0,60,638888.75,6901263.67,0,2019,22888.0,POINT(2.227881 49.172051),POINT(2.161449 49.208167),17302.041666666668,22888.0,45
Sanef_20,A0016,25179,60,638888.75,6901263.67,0,60,636395.83,6922603.07,0,2019,18746.0,POINT(2.161449 49.208167),POINT(2.123996 49.399738),17302.041666666668,18746.0,45
Sanef_21,A0016,3815,60,636395.83,6922603.07,0,60,637139.51,6926234.54,0,2019,19308.0,POINT(2.123996 49.399738),POINT(2.133689 49.432450),17302.041666666668,19308.0,45
Sanef_22,A0016,20478,60,637139.51,6926234.54,0,60,642477.93,6945370.81,0,2019,16057.0,POINT(2.133689 49.432450),POINT(2.204599 49.604927),17302.041666666668,16057.0,45
Sanef_23,A0016,11598,60,642477.93,6945370.81,0,60,644834.81,6956139.9,0,2019,16303.0,POINT(2.204599 49.604927),POINT(2.235746 49.701901),17302.041666666668,16303.0,45
CmT5t20_section1_Sanef_23,A0016,3962,60,644834.81,6956139.9,0,80,644785.21,6960014.9,0,2019,16303.0,POINT(2.235746 49.701901),POINT(2.234539 49.736713),17302.041666666668,16303.0,45
Sanef_24,A0016,12999,80,644785.21,6960014.9,0,80,645264.37,6972382.21,0,2019,16462.0,POINT(2.234539 49.736713),POINT(2.239530 49.847862),17302.041666666668,16462.0,45
Sanef_25,A0016,2123,80,645264.37,6972382.21,0,80,643797.72,6973849.18,0,2019,26180.0,POINT(2.239530 49.847862),POINT(2.218953 49.860911),17302.041666666668,26180.0,45
Sanef_26,A0016,103,80,643797.72,6973849.18,0,80,643757.28,6973943.98,0,2019,25658.0,POINT(2.218953 49.860911),POINT(2.218378 49.861759),17302.041666666668,25658.0,45
Sanef_27,A0016,3596,80,643757.28,6973943.98,0,80,644605.39,6977294.15,0,2019,16111.0,POINT(2.218378 49.861759),POINT(2.229709 49.891929),17302.041666666668,16111.0,45
Sanef_28,A0016,4659,80,644605.39,6977294.15,0,80,645821.5,6981732.87,0,2019,15466.0,POINT(2.229709 49.891929),POINT(2.246029 49.931906),17302.041666666668,15466.0,45
Sanef_29,A0016,18067,80,645821.5,6981732.87,0,80,633665.61,6993134.93,0,2019,15190.0,POINT(2.246029 49.931906),POINT(2.075018 50.033156),17302.041666666668,15190.0,45
Sanef_30,A0016,17944,80,633665.61,6993134.93,0,80,619294.07,7001141.63,0,2019,14399.0,POINT(2.075018 50.033156),POINT(1.873050 50.103383),17302.041666666668,14399.0,45
Sanef_31,A0016,6655,80,619294.07,7001141.63,0,80,614761.53,7005237.45,0,2019,12766.0,POINT(1.873050 50.103383),POINT(1.808906 50.139565),17302.041666666668,12766.0,45
Sanef_32,A0016,14472,80,614761.53,7005237.45,0,80,610733.86,7017829.85,0,2019,14649.0,POINT(1.808906 50.139565),POINT(1.749848 50.252069),17302.041666666668,14649.0,45
Sanef_33,A0016,10738,80,610733.86,7017829.85,0,80,607046.01,7027623.34,0,2019,13001.0,POINT(1.749848 50.252069),POINT(1.695945 50.339454),17302.041666666668,13001.0,45
CmT5t20_section1_Sanef_33,A0016,7921,80,607046.01,7027623.34,0,62,607008.81,7035357.11,0,2019,13001.0,POINT(1.695945 50.339454),POINT(1.693628 50.408870),17302.041666666668,13001.0,45
Sanef_34,A0016,11865,62,607008.81,7035357.11,0,62,606490.94,7046621.97,0,2019,12134.0,POINT(1.693628 50.408870),POINT(1.683716 50.509898),17302.041666666668,12134.0,45
Sanef_35,A0016,12487,62,606490.94,7046621.97,0,62,604720.94,7057951.46,0,2019,13293.0,POINT(1.683716 50.509898),POINT(1.656092 50.611301),17302.041666666668,13293.0,45
Sanef_36,A0016,7836,62,604720.94,7057951.46,0,62,605339.6,7065261.57,0,2019,14352.0,POINT(1.656092 50.611301),POINT(1.663070 50.676987),17302.041666666668,14352.0,45
Sanef_37,A0016,4257,62,605339.6,7065261.57,0,62,603503.19,7068648.14,0,2019,14318.0,POINT(1.663070 50.676987),POINT(1.636313 50.707090),17302.041666666668,14318.0,45
CONTINUITE_66,A0016,2692,62,603503.19,7068648.14,0,62,604448.66,7071073.71,0,2019,,POINT(1.636313 50.707090),POINT(1.649086 50.728998),17302.041666666668,17302.041666666668,45
